"MeshBlock","Count","AreaUnit","TerritorialAuthority","DHB"
61300,0,"Punaruku-Kiripaka","Whangarei District","Northland"
61502,0,"Punaruku-Kiripaka","Whangarei District","Northland"
61700,1,"Punaruku-Kiripaka","Whangarei District","Northland"
61801,0,"Punaruku-Kiripaka","Whangarei District","Northland"
61802,0,"Tikipunga East","Whangarei District","Northland"
61803,1,"Tikipunga East","Whangarei District","Northland"
61804,0,"Tikipunga West","Whangarei District","Northland"
61805,0,"Tikipunga West","Whangarei District","Northland"
61806,0,"Tikipunga West","Whangarei District","Northland"
61807,0,"Tikipunga West","Whangarei District","Northland"
61808,0,"Tikipunga West","Whangarei District","Northland"
61901,0,"Punaruku-Kiripaka","Whangarei District","Northland"
61902,0,"Punaruku-Kiripaka","Whangarei District","Northland"
61904,0,"Punaruku-Kiripaka","Whangarei District","Northland"
61905,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62002,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62102,0,"Ngunguru","Whangarei District","Northland"
62105,0,"Ngunguru","Whangarei District","Northland"
62109,0,"Ngunguru","Whangarei District","Northland"
62110,0,"Ngunguru","Whangarei District","Northland"
62202,0,"Ngunguru","Whangarei District","Northland"
62203,0,"Ngunguru","Whangarei District","Northland"
62204,0,"Ngunguru","Whangarei District","Northland"
62205,0,"Ngunguru","Whangarei District","Northland"
62206,0,"Ngunguru","Whangarei District","Northland"
62301,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62303,0,"Ngunguru","Whangarei District","Northland"
62402,0,"Ngunguru","Whangarei District","Northland"
62502,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62503,1,"Punaruku-Kiripaka","Whangarei District","Northland"
62504,2,"Punaruku-Kiripaka","Whangarei District","Northland"
62505,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62506,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62600,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62703,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62704,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62800,0,"Punaruku-Kiripaka","Whangarei District","Northland"
62900,0,"Hikurangi","Whangarei District","Northland"
63000,0,"Hikurangi","Whangarei District","Northland"
63100,0,"Hikurangi","Whangarei District","Northland"
63200,0,"Hikurangi","Whangarei District","Northland"
63400,0,"Hikurangi","Whangarei District","Northland"
63500,0,"Hikurangi","Whangarei District","Northland"
63600,0,"Hikurangi","Whangarei District","Northland"
63704,0,"Springs Flat","Whangarei District","Northland"
63705,0,"Springs Flat","Whangarei District","Northland"
63801,0,"Springs Flat","Whangarei District","Northland"
63803,0,"Tikipunga West","Whangarei District","Northland"
63804,0,"Springs Flat","Whangarei District","Northland"
63805,0,"Springs Flat","Whangarei District","Northland"
63900,1,"Springs Flat","Whangarei District","Northland"
64000,0,"Springs Flat","Whangarei District","Northland"
64100,1,"Springs Flat","Whangarei District","Northland"
64200,0,"Springs Flat","Whangarei District","Northland"
64300,1,"Springs Flat","Whangarei District","Northland"
64401,0,"Hikurangi","Whangarei District","Northland"
64501,0,"Punaruku-Kiripaka","Whangarei District","Northland"
64600,0,"Opouteke-Tanekaha","Whangarei District","Northland"
64700,0,"Opouteke-Tanekaha","Whangarei District","Northland"
65000,0,"Opouteke-Tanekaha","Whangarei District","Northland"
65200,0,"Opouteke-Tanekaha","Whangarei District","Northland"
65400,1,"Opouteke-Tanekaha","Whangarei District","Northland"
65600,0,"Opouteke-Tanekaha","Whangarei District","Northland"
66200,0,"Opouteke-Tanekaha","Whangarei District","Northland"
66300,0,"Opouteke-Tanekaha","Whangarei District","Northland"
66500,0,"Opouteke-Tanekaha","Whangarei District","Northland"
66800,0,"Opouteke-Tanekaha","Whangarei District","Northland"
67400,0,"Opouteke-Tanekaha","Whangarei District","Northland"
67500,0,"Opouteke-Tanekaha","Whangarei District","Northland"
67600,0,"Opouteke-Tanekaha","Whangarei District","Northland"
67800,0,"Opouteke-Tanekaha","Whangarei District","Northland"
67900,0,"Opouteke-Tanekaha","Whangarei District","Northland"
68200,0,"Opouteke-Tanekaha","Whangarei District","Northland"
68400,0,"Opouteke-Tanekaha","Whangarei District","Northland"
68500,0,"Opouteke-Tanekaha","Whangarei District","Northland"
68700,1,"Opouteke-Tanekaha","Whangarei District","Northland"
68900,0,"Opouteke-Tanekaha","Whangarei District","Northland"
69000,2,"Opouteke-Tanekaha","Whangarei District","Northland"
69100,0,"Opouteke-Tanekaha","Whangarei District","Northland"
69201,0,"Opouteke-Tanekaha","Whangarei District","Northland"
69300,1,"Opouteke-Tanekaha","Whangarei District","Northland"
69403,0,"Three Mile Bush","Whangarei District","Northland"
69500,0,"Three Mile Bush","Whangarei District","Northland"
69603,0,"Kamo West","Whangarei District","Northland"
69607,0,"Three Mile Bush","Whangarei District","Northland"
69608,0,"Three Mile Bush","Whangarei District","Northland"
69609,0,"Kamo West","Whangarei District","Northland"
69700,0,"Three Mile Bush","Whangarei District","Northland"
69800,0,"Springs Flat","Whangarei District","Northland"
69900,0,"Opouteke-Tanekaha","Whangarei District","Northland"
70002,0,"Opouteke-Tanekaha","Whangarei District","Northland"
70003,1,"Opouteke-Tanekaha","Whangarei District","Northland"
70100,1,"Opouteke-Tanekaha","Whangarei District","Northland"
70201,0,"Te Hihi","Whangarei District","Northland"
70203,0,"Horahora","Whangarei District","Northland"
70208,0,"Maunu","Whangarei District","Northland"
70300,1,"Te Hihi","Whangarei District","Northland"
70400,0,"Te Hihi","Whangarei District","Northland"
70501,0,"Te Hihi","Whangarei District","Northland"
70503,0,"Te Hihi","Whangarei District","Northland"
70505,0,"Te Hihi","Whangarei District","Northland"
70506,0,"Te Hihi","Whangarei District","Northland"
70903,0,"Maungatapere","Whangarei District","Northland"
70904,0,"Maungatapere","Whangarei District","Northland"
70905,0,"Maungatapere","Whangarei District","Northland"
70906,1,"Te Hihi","Whangarei District","Northland"
71002,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71003,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71004,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71005,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71006,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71100,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71200,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71301,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71400,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71500,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71600,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71702,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
71800,2,"Wharekohe-Oakleigh","Whangarei District","Northland"
72000,3,"Maungatapere","Whangarei District","Northland"
72101,3,"Maungatapere","Whangarei District","Northland"
72102,3,"Maungatapere","Whangarei District","Northland"
72200,0,"Maungatapere","Whangarei District","Northland"
72300,1,"Wharekohe-Oakleigh","Whangarei District","Northland"
72403,0,"Maungatapere","Whangarei District","Northland"
72601,0,"Abbey Caves","Whangarei District","Northland"
72605,0,"Tikipunga East","Whangarei District","Northland"
72606,0,"Tikipunga East","Whangarei District","Northland"
72702,0,"Parahaki","Whangarei District","Northland"
72704,0,"Abbey Caves","Whangarei District","Northland"
72802,0,"Abbey Caves","Whangarei District","Northland"
72900,1,"Pataua-Whareora","Whangarei District","Northland"
73002,2,"Pataua-Whareora","Whangarei District","Northland"
73003,0,"Pataua-Whareora","Whangarei District","Northland"
73004,0,"Pataua-Whareora","Whangarei District","Northland"
73005,1,"Pataua-Whareora","Whangarei District","Northland"
73101,0,"Pataua-Whareora","Whangarei District","Northland"
73102,0,"Pataua-Whareora","Whangarei District","Northland"
73103,0,"Pataua-Whareora","Whangarei District","Northland"
73105,0,"Pataua-Whareora","Whangarei District","Northland"
73400,0,"Parua Bay","Whangarei District","Northland"
73501,0,"Parua Bay","Whangarei District","Northland"
73503,0,"Parua Bay","Whangarei District","Northland"
73504,0,"Parua Bay","Whangarei District","Northland"
73505,0,"Parua Bay","Whangarei District","Northland"
73601,0,"Parua Bay","Whangarei District","Northland"
73602,0,"Parua Bay","Whangarei District","Northland"
73701,0,"Parua Bay","Whangarei District","Northland"
73705,0,"Parua Bay","Whangarei District","Northland"
73802,0,"Parua Bay","Whangarei District","Northland"
73806,0,"Pataua-Whareora","Whangarei District","Northland"
74001,0,"Pataua-Whareora","Whangarei District","Northland"
74005,0,"Bream Head","Whangarei District","Northland"
74102,0,"Parua Bay","Whangarei District","Northland"
74206,0,"Bream Head","Whangarei District","Northland"
74208,0,"Bream Head","Whangarei District","Northland"
74209,0,"Bream Head","Whangarei District","Northland"
74304,0,"Bream Head","Whangarei District","Northland"
74305,0,"Bream Head","Whangarei District","Northland"
74306,0,"Bream Head","Whangarei District","Northland"
74308,0,"Bream Head","Whangarei District","Northland"
74601,0,"Otaika-Portland","Whangarei District","Northland"
74602,0,"Otaika-Portland","Whangarei District","Northland"
74701,0,"Port-Limeburners","Whangarei District","Northland"
74702,0,"Otaika-Portland","Whangarei District","Northland"
74704,0,"Otaika-Portland","Whangarei District","Northland"
74801,0,"Otaika-Portland","Whangarei District","Northland"
74802,0,"Otaika-Portland","Whangarei District","Northland"
74900,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
75001,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
75100,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
75200,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
75300,1,"Wharekohe-Oakleigh","Whangarei District","Northland"
75500,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
75601,0,"Otaika-Portland","Whangarei District","Northland"
75700,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
76100,0,"Otaika-Portland","Whangarei District","Northland"
76300,0,"Otaika-Portland","Whangarei District","Northland"
76400,0,"Otaika-Portland","Whangarei District","Northland"
76701,0,"Wharekohe-Oakleigh","Whangarei District","Northland"
76902,0,"Waiotira-Springfield","Whangarei District","Northland"
77000,0,"Waiotira-Springfield","Whangarei District","Northland"
77100,0,"Waiotira-Springfield","Whangarei District","Northland"
77200,0,"Waiotira-Springfield","Whangarei District","Northland"
77300,1,"Waiotira-Springfield","Whangarei District","Northland"
77400,0,"Waiotira-Springfield","Whangarei District","Northland"
77500,0,"Waiotira-Springfield","Whangarei District","Northland"
77600,0,"Waiotira-Springfield","Whangarei District","Northland"
77700,0,"Waiotira-Springfield","Whangarei District","Northland"
77800,0,"Waiotira-Springfield","Whangarei District","Northland"
77902,0,"Waiotira-Springfield","Whangarei District","Northland"
78001,0,"Waiotira-Springfield","Whangarei District","Northland"
78100,0,"Waiotira-Springfield","Whangarei District","Northland"
78304,0,"Waiotira-Springfield","Whangarei District","Northland"
78401,2,"Marsden Point-Ruakaka","Whangarei District","Northland"
78402,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
78501,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
78503,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
78504,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
78601,2,"Waiotira-Springfield","Whangarei District","Northland"
78602,0,"Waiotira-Springfield","Whangarei District","Northland"
78700,0,"Waiotira-Springfield","Whangarei District","Northland"
78800,0,"Waiotira-Springfield","Whangarei District","Northland"
78900,0,"Waiotira-Springfield","Whangarei District","Northland"
79002,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79007,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79009,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79012,1,"Marsden Point-Ruakaka","Whangarei District","Northland"
79014,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79016,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79102,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79201,0,"Waiotira-Springfield","Whangarei District","Northland"
79301,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79302,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79304,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79402,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79403,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79404,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79405,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79407,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79500,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79601,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79603,1,"Marsden Point-Ruakaka","Whangarei District","Northland"
79605,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79606,1,"Marsden Point-Ruakaka","Whangarei District","Northland"
79703,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79704,1,"Marsden Point-Ruakaka","Whangarei District","Northland"
79803,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79806,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79807,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79813,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
79815,0,"Marsden Point-Ruakaka","Whangarei District","Northland"
